domain,language_count,languages,details
stayingconnectedinitiative.org,3,French;English;Spanish,"[{""code"": ""fr"", ""confidence"": 18885, ""name"": ""French"", ""sample_urls"": [""https://stayingconnectedinitiative.org/"", ""https://stayingconnectedinitiative.org/2016/02/winter-newsletter-2016/"", ""https://stayingconnectedinitiative.org/2016/05/spring-newsletter-2016/"", ""https://stayingconnectedinitiative.org/2016/08/late-summer-newsletter-2016/"", ""https://stayingconnectedinitiative.org/2016/12/fall-newsletter-2016/""], ""sources"": [""hreflang"", ""text_heuristic"", ""url_pattern""]}, {""code"": ""en"", ""confidence"": 9725, ""name"": ""English"", ""sample_urls"": [""https://stayingconnectedinitiative.org/"", ""https://stayingconnectedinitiative.org/2016/02/winter-newsletter-2016/"", ""https://stayingconnectedinitiative.org/2016/05/spring-newsletter-2016/"", ""https://stayingconnectedinitiative.org/2016/08/late-summer-newsletter-2016/"", ""https://stayingconnectedinitiative.org/2016/12/fall-newsletter-2016/""], ""sources"": [""hreflang"", ""text_heuristic""]}, {""code"": ""es"", ""confidence"": 1125, ""name"": ""Spanish"", ""sample_urls"": [""https://stayingconnectedinitiative.org/fr/2016/02/winter-newsletter-2016-anglais/"", ""https://stayingconnectedinitiative.org/fr/2016/05/spring-newsletter-2016-anglais/"", ""https://stayingconnectedinitiative.org/fr/2016/08/bulletin-dete-2016-anglais/"", ""https://stayingconnectedinitiative.org/fr/2016/12/bulletin-dautomne-2016-anglais/"", ""https://stayingconnectedinitiative.org/fr/2017/03/winter-newsletter-2017-anglais/""], ""sources"": [""text_heuristic""]}]"
